Corner,vsup,temperature,l55lp_v0101.lib.scs,l55lp_v0101.lib.scs,l55lp_v0101.lib.scs,Pass/Fail,"VDC(""/net13"")"
C0_2740,1.8,-30,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.5623
C0_2741,1.8,-20,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.5391
C0_2742,1.8,-10,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.5159
C0_2743,1.8,0,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.4926
C0_2744,1.8,10,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.4692
C0_2745,1.8,20,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.4459
C0_2746,1.8,30,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.4222
C0_2747,1.8,40,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.3987
C0_2748,1.8,50,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.375
C0_2749,1.8,60,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.3514
C0_2750,1.8,70,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.3276
C0_2751,1.8,80,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.3039
C0_2752,1.8,90,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.28
C0_2753,1.8,100,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.2562
C0_2754,2,-55,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.6199
C0_2755,2,-50,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.6084
C0_2756,2,-40,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.5854
C0_2757,2,-30,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.5623
C0_2758,2,-20,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.5391
C0_2759,2,-10,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.5159
C0_2760,2,0,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.4925
C0_2761,2,10,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.4692
C0_2762,2,20,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.4457
C0_2763,2,30,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.4222
C0_2764,2,40,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.3986
C0_2765,2,50,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.375
C0_2766,2,60,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.3515
C0_2767,2,70,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.3276
C0_2768,2,80,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.3039
C0_2769,2,90,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.28
C0_2770,2,100,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.2562
C0_2771,2.2,-55,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.6199
C0_2772,2.2,-50,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.6084
C0_2773,2.2,-40,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.5855
C0_2774,2.2,-30,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.5624
C0_2775,2.2,-20,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.5391
C0_2776,2.2,-10,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.5385
C0_2777,2.2,0,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.5429
C0_2778,2.2,10,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.5503
C0_2779,2.2,20,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.5608
C0_2780,2.2,30,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.574
C0_2781,2.2,40,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.5897
C0_2782,2.2,50,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.6075
C0_2783,2.2,60,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.6269
C0_2784,2.2,70,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.6479
C0_2785,2.2,80,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.6703
C0_2786,2.2,90,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.6935
C0_2787,2.2,100,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,0.7175
C0_2788,2.4,-55,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.369
C0_2789,2.4,-50,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.39
C0_2790,2.4,-40,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.428
C0_2791,2.4,-30,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.462
C0_2792,2.4,-20,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.49
C0_2793,2.4,-10,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.515
C0_2794,2.4,0,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.535
C0_2795,2.4,10,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.551
C0_2796,2.4,20,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.564
C0_2797,2.4,30,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.574
C0_2798,2.4,40,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.582
C0_2799,2.4,50,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.588
C0_2800,2.4,60,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.592
C0_2801,2.4,70,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.594
C0_2802,2.4,80,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.595
C0_2803,2.4,90,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.594
C0_2804,2.4,100,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.593
C0_2805,2.6,-55,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.004
C0_2806,2.6,-50,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.001
C0_2807,2.6,-40,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.995
C0_2808,2.6,-30,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.988
C0_2809,2.6,-20,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.981
C0_2810,2.6,-10,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.973
C0_2811,2.6,0,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.965
C0_2812,2.6,10,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.957
C0_2813,2.6,20,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.947
C0_2814,2.6,30,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.938
C0_2815,2.6,40,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.928
C0_2816,2.6,50,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.918
C0_2817,2.6,60,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.908
C0_2818,2.6,70,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.898
C0_2819,2.6,80,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.887
C0_2820,2.6,90,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.876
C0_2821,2.6,100,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.865
C0_2822,2.8,-55,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.184
C0_2823,2.8,-50,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.178
C0_2824,2.8,-40,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.166
C0_2825,2.8,-30,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.155
C0_2826,2.8,-20,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.143
C0_2827,2.8,-10,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.131
C0_2828,2.8,0,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.119
C0_2829,2.8,10,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.106
C0_2830,2.8,20,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.094
C0_2831,2.8,30,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.082
C0_2832,2.8,40,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.069
C0_2833,2.8,50,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.056
C0_2834,2.8,60,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.044
C0_2835,2.8,70,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.031
C0_2836,2.8,80,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.018
C0_2837,2.8,90,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.005
C0_2838,2.8,100,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,1.992
C0_2839,3,-55,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.279
C0_2840,3,-50,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.273
C0_2841,3,-40,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.26
C0_2842,3,-30,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.247
C0_2843,3,-20,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.234
C0_2844,3,-10,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.221
C0_2845,3,0,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.208
C0_2846,3,10,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.195
C0_2847,3,20,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.181
C0_2848,3,30,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.168
C0_2849,3,40,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.155
C0_2850,3,50,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.141
C0_2851,3,60,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.128
C0_2852,3,70,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.114
C0_2853,3,80,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.101
C0_2854,3,90,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.087
C0_2855,3,100,ff_lp_io25,ff_lp_rvt12,ss_lp_bjt,,2.073
C0_2856,1.6,-55,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.585
C0_2857,1.6,-50,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5726
C0_2858,1.6,-40,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5479
C0_2859,1.6,-30,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.523
C0_2860,1.6,-20,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4981
C0_2861,1.6,-10,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4732
C0_2862,1.6,0,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4481
C0_2863,1.6,10,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4231
C0_2864,1.6,20,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3979
C0_2865,1.6,30,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3726
C0_2866,1.6,40,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3473
C0_2867,1.6,50,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.322
C0_2868,1.6,60,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.2966
C0_2869,1.6,70,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.2713
C0_2870,1.6,80,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.2456
C0_2871,1.6,90,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.22
C0_2872,1.6,100,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.1943
C0_2873,1.8,-55,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.585
C0_2874,1.8,-50,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5726
C0_2875,1.8,-40,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5479
C0_2876,1.8,-30,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5231
C0_2877,1.8,-20,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4981
C0_2878,1.8,-10,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4732
C0_2879,1.8,0,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4481
C0_2880,1.8,10,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4231
C0_2881,1.8,20,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3979
C0_2882,1.8,30,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3726
C0_2883,1.8,40,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3474
C0_2884,1.8,50,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.322
C0_2885,1.8,60,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.2966
C0_2886,1.8,70,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.2711
C0_2887,1.8,80,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.2456
C0_2888,1.8,90,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.22
C0_2889,1.8,100,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.1943
C0_2890,2,-55,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.585
C0_2891,2,-50,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5726
C0_2892,2,-40,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5479
C0_2893,2,-30,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5231
C0_2894,2,-20,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4981
C0_2895,2,-10,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4732
C0_2896,2,0,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4482
C0_2897,2,10,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4231
C0_2898,2,20,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3979
C0_2899,2,30,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3726
C0_2900,2,40,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3473
C0_2901,2,50,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.322
C0_2902,2,60,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.2967
C0_2903,2,70,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.2712
C0_2904,2,80,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.2456
C0_2905,2,90,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.22
C0_2906,2,100,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.1944
C0_2907,2.2,-55,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.585
C0_2908,2.2,-50,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5726
C0_2909,2.2,-40,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5479
C0_2910,2.2,-30,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5231
C0_2911,2.2,-20,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4981
C0_2912,2.2,-10,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4732
C0_2913,2.2,0,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4481
C0_2914,2.2,10,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4231
C0_2915,2.2,20,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3979
C0_2916,2.2,30,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3727
C0_2917,2.2,40,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3474
C0_2918,2.2,50,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3474
C0_2919,2.2,60,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.355
C0_2920,2.2,70,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3671
C0_2921,2.2,80,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3835
C0_2922,2.2,90,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4033
C0_2923,2.2,100,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4268
C0_2924,2.4,-55,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.851
C0_2925,2.4,-50,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.8738
C0_2926,2.4,-40,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.9221
C0_2927,2.4,-30,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.9728
C0_2928,2.4,-20,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.025
C0_2929,2.4,-10,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.078
C0_2930,2.4,0,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.131
C0_2931,2.4,10,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.182
C0_2932,2.4,20,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.23
C0_2933,2.4,30,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.273
C0_2934,2.4,40,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.311
C0_2935,2.4,50,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.344
C0_2936,2.4,60,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.372
C0_2937,2.4,70,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.396
C0_2938,2.4,80,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.416
C0_2939,2.4,90,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.434
C0_2940,2.4,100,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.448
C0_2941,2.6,-55,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.886
C0_2942,2.6,-50,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.892
C0_2943,2.6,-40,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.902
C0_2944,2.6,-30,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.91
C0_2945,2.6,-20,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.915
C0_2946,2.6,-10,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.918
C0_2947,2.6,0,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.919
C0_2948,2.6,10,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.919
C0_2949,2.6,20,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.917
C0_2950,2.6,30,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.915
C0_2951,2.6,40,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.912
C0_2952,2.6,50,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.907
C0_2953,2.6,60,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.902
C0_2954,2.6,70,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.897
C0_2955,2.6,80,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.891
C0_2956,2.6,90,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.884
C0_2957,2.6,100,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,1.877
C0_2958,2.8,-55,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.205
C0_2959,2.8,-50,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.201
C0_2960,2.8,-40,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.192
C0_2961,2.8,-30,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.183
C0_2962,2.8,-20,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.173
C0_2963,2.8,-10,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.164
C0_2964,2.8,0,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.154
C0_2965,2.8,10,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.144
C0_2966,2.8,20,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.134
C0_2967,2.8,30,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.123
C0_2968,2.8,40,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.112
C0_2969,2.8,50,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.102
C0_2970,2.8,60,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.09
C0_2971,2.8,70,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.079
C0_2972,2.8,80,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.068
C0_2973,2.8,90,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.056
C0_2974,2.8,100,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.045
C0_2975,3,-55,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.327
C0_2976,3,-50,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.321
C0_2977,3,-40,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.309
C0_2978,3,-30,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.298
C0_2979,3,-20,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.286
C0_2980,3,-10,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.274
C0_2981,3,0,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.262
C0_2982,3,10,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.25
C0_2983,3,20,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.238
C0_2984,3,30,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.226
C0_2985,3,40,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.213
C0_2986,3,50,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.201
C0_2987,3,60,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.188
C0_2988,3,70,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.176
C0_2989,3,80,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.163
C0_2990,3,90,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.15
C0_2991,3,100,ss_lp_io25,ss_lp_rvt12,ss_lp_bjt,,2.137
C0_2992,1.6,-55,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.585
C0_2993,1.6,-50,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5726
C0_2994,1.6,-40,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5479
C0_2995,1.6,-30,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5231
C0_2996,1.6,-20,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4981
C0_2997,1.6,-10,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4732
C0_2998,1.6,0,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4481
C0_2999,1.6,10,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.423
C0_3000,1.6,20,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3978
C0_3001,1.6,30,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3727
C0_3002,1.6,40,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3473
C0_3003,1.6,50,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.322
C0_3004,1.6,60,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.2966
C0_3005,1.6,70,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.2712
C0_3006,1.6,80,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.2456
C0_3007,1.6,90,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.22
C0_3008,1.6,100,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.1943
C0_3009,1.8,-55,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.585
C0_3010,1.8,-50,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5726
C0_3011,1.8,-40,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5479
C0_3012,1.8,-30,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.523
C0_3013,1.8,-20,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4981
C0_3014,1.8,-10,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4732
C0_3015,1.8,0,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4481
C0_3016,1.8,10,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.423
C0_3017,1.8,20,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3979
C0_3018,1.8,30,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3727
C0_3019,1.8,40,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.3473
C0_3020,1.8,50,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.322
C0_3021,1.8,60,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.2966
C0_3022,1.8,70,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.2712
C0_3023,1.8,80,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.2456
C0_3024,1.8,90,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.22
C0_3025,1.8,100,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.1943
C0_3026,2,-55,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.585
C0_3027,2,-50,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5726
C0_3028,2,-40,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5479
C0_3029,2,-30,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.5231
C0_3030,2,-20,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4981
C0_3031,2,-10,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4732
C0_3032,2,0,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.4481
C0_3033,2,10,tt_lp_io25,ss_lp_rvt12,ss_lp_bjt,,0.423
